node_id,partner_status,partner_id,partner_candidate_ids,signature_without_dual_equal,stored_edges_between_pair,semantic_op_dual_edges,involution_test,self_duality
172,UNIQUE_SIGNATURE_PARTNER,170,"[""170""]",true,"[{""id"":""7937"",""source_id"":""170"",""target_id"":""172"",""operator"":""snapshot_v6:0281"",""paths"":1,""source_signature"":{""kind"":""INTEGER"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""D"",""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""INTEGER"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""D"",""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
174,UNIQUE_SIGNATURE_PARTNER,171,"[""171""]",true,"[{""id"":""7943"",""source_id"":""171"",""target_id"":""174"",""operator"":""snapshot_v6:0291"",""paths"":1,""source_signature"":{""kind"":""INTEGER"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""N"",""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""INTEGER"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""N"",""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
181,UNIQUE_SIGNATURE_PARTNER,180,"[""180""]",true,"[{""id"":""7913"",""source_id"":""180"",""target_id"":""181"",""operator"":""snapshot_v6:0241"",""paths"":1,""source_signature"":{""kind"":""INTEGER"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""INTEGER"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
186,UNIQUE_SIGNATURE_PARTNER,185,"[""185""]",true,"[{""id"":""7925"",""source_id"":""185"",""target_id"":""186"",""operator"":""snapshot_v6:0261"",""paths"":1,""source_signature"":{""kind"":""INTEGER"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""INTEGER"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
192,UNIQUE_SIGNATURE_PARTNER,191,"[""191""]",true,"[{""id"":""7734"",""source_id"":""191"",""target_id"":""192"",""operator"":""snapshot_v6:0029"",""paths"":6,""source_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""},{""id"":""7911"",""source_id"":""192"",""target_id"":""191"",""operator"":""snapshot_v6:0237"",""paths"":1,""source_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""target_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
196,UNIQUE_SIGNATURE_PARTNER,194,"[""194""]",true,[],[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
197,UNIQUE_SIGNATURE_PARTNER,195,"[""195""]",true,[],[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
201,UNIQUE_SIGNATURE_PARTNER,200,"[""200""]",true,"[{""id"":""7921"",""source_id"":""200"",""target_id"":""201"",""operator"":""snapshot_v6:0254"",""paths"":2,""source_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
206,UNIQUE_SIGNATURE_PARTNER,205,"[""205""]",true,"[{""id"":""7933"",""source_id"":""205"",""target_id"":""206"",""operator"":""snapshot_v6:0274"",""paths"":2,""source_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":2,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":2,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
212,UNIQUE_SIGNATURE_PARTNER,210,"[""210""]",true,"[{""id"":""7939"",""source_id"":""210"",""target_id"":""212"",""operator"":""snapshot_v6:0284"",""paths"":1,""source_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""D"",""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""D"",""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
214,UNIQUE_SIGNATURE_PARTNER,211,"[""211""]",true,"[{""id"":""7945"",""source_id"":""211"",""target_id"":""214"",""operator"":""snapshot_v6:0294"",""paths"":1,""source_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""N"",""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""N"",""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
221,UNIQUE_SIGNATURE_PARTNER,220,"[""220""]",true,"[{""id"":""7915"",""source_id"":""220"",""target_id"":""221"",""operator"":""snapshot_v6:0244"",""paths"":1,""source_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
226,UNIQUE_SIGNATURE_PARTNER,225,"[""225""]",true,"[{""id"":""7927"",""source_id"":""225"",""target_id"":""226"",""operator"":""snapshot_v6:0264"",""paths"":1,""source_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""WEIGHT"",""dim"":1,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
233,UNIQUE_SIGNATURE_PARTNER,232,"[""232""]",true,"[{""id"":""8093"",""source_id"":""232"",""target_id"":""233"",""operator"":""snapshot_v6:0492"",""paths"":5,""source_signature"":{""kind"":""BUNDLE"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""BUNDLE"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
246,UNIQUE_SIGNATURE_PARTNER,245,"[""245""]",true,"[{""id"":""7950"",""source_id"":""245"",""target_id"":""246"",""operator"":""snapshot_v6:0303"",""paths"":1,""source_signature"":{""kind"":""INTEGER"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""INTEGER"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
258,UNIQUE_SIGNATURE_PARTNER,257,"[""257""]",true,"[{""id"":""7767"",""source_id"":""257"",""target_id"":""258"",""operator"":""snapshot_v6:0073"",""paths"":15,""source_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""},{""id"":""7956"",""source_id"":""258"",""target_id"":""257"",""operator"":""snapshot_v6:0311"",""paths"":1,""source_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""target_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
262,UNIQUE_SIGNATURE_PARTNER,260,"[""260""]",true,[],[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
263,UNIQUE_SIGNATURE_PARTNER,261,"[""261""]",true,[],[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
267,UNIQUE_SIGNATURE_PARTNER,266,"[""266""]",true,"[{""id"":""8012"",""source_id"":""266"",""target_id"":""267"",""operator"":""snapshot_v6:0390"",""paths"":3,""source_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
272,UNIQUE_SIGNATURE_PARTNER,271,"[""271""]",true,"[{""id"":""8046"",""source_id"":""271"",""target_id"":""272"",""operator"":""snapshot_v6:0433"",""paths"":3,""source_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":2,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":2,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
278,UNIQUE_SIGNATURE_PARTNER,276,"[""276""]",true,"[{""id"":""8061"",""source_id"":""276"",""target_id"":""278"",""operator"":""snapshot_v6:0452"",""paths"":1,""source_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""D"",""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""D"",""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
280,UNIQUE_SIGNATURE_PARTNER,277,"[""277""]",true,"[{""id"":""8076"",""source_id"":""277"",""target_id"":""280"",""operator"":""snapshot_v6:0471"",""paths"":1,""source_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""N"",""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":""N"",""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
287,UNIQUE_SIGNATURE_PARTNER,286,"[""286""]",true,"[{""id"":""7993"",""source_id"":""286"",""target_id"":""287"",""operator"":""snapshot_v6:0366"",""paths"":2,""source_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S+a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
293,UNIQUE_SIGNATURE_PARTNER,291,"[""291""]",true,"[{""id"":""8023"",""source_id"":""291"",""target_id"":""293"",""operator"":""snapshot_v6:0404"",""paths"":1,""source_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
295,UNIQUE_SIGNATURE_PARTNER,292,"[""292""]",true,"[{""id"":""8031"",""source_id"":""292"",""target_id"":""295"",""operator"":""snapshot_v6:0414"",""paths"":1,""source_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":2,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":2,""recurrence_order"":0,""factor"":""pi"",""symmetry"":""S-a"",""sq"":null,""anti"":null,""multiplicity"":2,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
302,UNIQUE_SIGNATURE_PARTNER,301,"[""301""]",true,"[{""id"":""7952"",""source_id"":""301"",""target_id"":""302"",""operator"":""snapshot_v6:0306"",""paths"":1,""source_signature"":{""kind"":""WEIGHT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""WEIGHT"",""dim"":2,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
317,UNIQUE_SIGNATURE_PARTNER,316,"[""316""]",true,"[{""id"":""7964"",""source_id"":""316"",""target_id"":""317"",""operator"":""snapshot_v6:0325"",""paths"":5,""source_signature"":{""kind"":""PRODUCT"",""dim"":3,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":3,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
332,UNIQUE_SIGNATURE_PARTNER,331,"[""331""]",true,"[{""id"":""8097"",""source_id"":""331"",""target_id"":""332"",""operator"":""snapshot_v6:0497"",""paths"":1,""source_signature"":{""kind"":""PRODUCT"",""dim"":4,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":0},""target_signature"":{""kind"":""PRODUCT"",""dim"":4,""recurrence_order"":0,""factor"":""2pi"",""symmetry"":null,""sq"":null,""anti"":null,""multiplicity"":1,""boundary_condition"":null,""occupancy"":null,""dual"":1},""provenance_class"":""SNAPSHOT_IDENTIFIER_ONLY""}]",[],NOT_VERIFIABLE_FROM_SNAPSHOT,NOT_EVALUATED
